id,rész típus,kerület1,kerület2,alias1,alias2,városrész1,városrész2,városrész3,városrész4,városrész5,városrész6,városrész7,városrész8,városrész9,városrész10,városrész11,városrész12,városrész13,városrész14,városrész15,városrész16,városrész17,városrész18,városrész19,városrész20,városrész21,városrész22,városrész23,városrész24,városrész25,városrész26,városrész27,városrész28,városrész29,városrész30,városrész31,városrész32,városrész33,létesítmény1,létesítmény1
1632,Levél,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1633,Levelek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1634,Libanon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1635,Libéria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1636,Líbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1637,Libickozma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1638,Lickóvadamos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639,Liechtenstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1640,Liget,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641,Ligetfalva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1642,Lipót,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1643,Lippó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1644,Liptód,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1645,Lispeszentadorján,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1646,Liszó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1647,Litér,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1648,Litka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1649,Litke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1650,Litvánia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1651,Lócs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1652,Lőkösháza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1653,Lókút,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1654,Lónya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1655,Lórév,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1656,Lőrinci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1657,Lothárd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1658,Lovas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1659,Lovasberény,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1660,Lovászhetény,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1661,Lovászi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1662,Lovászpatona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1663,Lövő,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1664,Lövőpetri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1665,Lucfalva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1666,Ludányhalászi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667,Ludas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1668,Lukácsháza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1669,Lulla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670,Luxemburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1671,Lúzsok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672,Macedónia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1673,Mád,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1674,Madagaszkár,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1675,Madaras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1676,Madocsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1677,Maglóca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1678,Maglód,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679,Mágocs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680,Magosliget,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1681,Magy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1682,Magyaralmás,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1683,Magyaratád,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684,Magyarbánhegyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1685,Magyarbóly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686,Magyarcsanád,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1687,Magyardombegyház,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1688,Magyaregregy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1689,Magyaregres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1690,Magyarföld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1691,Magyargéc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1692,Magyargencs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1693,Magyarhertelend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1694,Magyarhomorog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1695,Magyarkeresztúr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1696,Magyarkeszi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1697,Magyarlak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1698,Magyarlukafa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1699,Magyarmecske,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1700,Magyarnádalja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1701,Magyarnándor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1702,Magyarország,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1703,Magyarpolány,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1704,Magyarsarlós,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1705,Magyarszecsőd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1706,Magyarszék,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1707,Magyarszentmiklós,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708,Magyarszerdahely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709,Magyarszombatfa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710,Magyartelek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711,Majosháza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1712,Majs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1713,Makád,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1714,Makkoshotyka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1715,Maklár,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1716,Makó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1717,Malajzia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718,Malawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1719,Maldív-szigetek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1720,Mali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721,Malomsok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1722,Málta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723,Mályi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1724,Mályinka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1725,Mánd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1726,Mándok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727,Mánfa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1728,Mány,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1729,Maráza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1730,Marcalgergelyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1731,Marcali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732,Marcaltő,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1733,Márfa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1734,Máriahalom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1735,Máriakálnok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1736,Máriakéménd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1737,Márianosztra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738,Máriapócs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739,Markaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740,Márkháza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1741,Márkó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742,Markóc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1743,Markotabödöge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1744,Maróc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1745,Marócsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1746,Márok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1747,Márokföld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1748,Marokkó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1749,Márokpapi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750,Maroslele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1751,Marshall-szigetek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752,Martfű,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1753,Martonfa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1754,Martonvásár,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1755,Martonyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1756,Mátészalka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1757,Mátételke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1758,Mátraballa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1759,Mátraderecske,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760,Mátramindszent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1761,Mátranovák,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762,Mátraszele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1763,Mátraszentimre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1764,Mátraszőlős,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1765,Mátraterenye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1766,Mátraverebély,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1767,Matty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1768,Mátyásdomb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1769,Mátyus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1770,Mauritánia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1771,Mauritius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1772,Máza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1773,Mecseknádasd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1774,Mecsekpölöske,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1775,Mecsér,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1776,Medgyesbodzás,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777,Medina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1778,Meggyeskovácsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779,Megyaszó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780,Megyehíd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1781,Megyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782,Méhkerék,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1783,Méhtelek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784,Mekényes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1785,Mélykút,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1786,Mencshely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1787,Mende,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1788,Méra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1789,Merenye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1790,Mérges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1791,Mérk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1792,Mernye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1793,Mersevát,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1794,Mesterháza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1795,Mesteri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1796,Mesterszállás,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1797,Meszes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1798,Meszlen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1799,Mesztegnyő,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,Mexikó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1801,Mezőberény,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1802,Mezőcsát,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1803,Mezőcsokonya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1804,Meződ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1805,Mezőfalva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1806,Mezőgyán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1807,Mezőhegyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1808,Mezőhék,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1809,Mezőkeresztes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810,Mezőkomárom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,Mezőkovácsháza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1812,Mezőkövesd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1813,Mezőladány,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1814,Mezőlak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1815,Mezőnagymihály,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1816,Mezőnyárád,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1817,Mezőörs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1818,Mezőpeterd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1819,Mezősas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1820,Mezőszemere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1821,Mezőszentgyörgy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1822,Mezőszilas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1823,Mezőtárkány,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1824,Mezőtúr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1825,Mezőzombor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1826,Mianmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1827,Miháld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1828,Mihályfa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1829,Mihálygerge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1830,Mihályháza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1831,Mihályi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1832,Mike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1833,Mikebuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834,Mikekarácsonyfa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835,Mikepércs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1836,Miklósi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1837,Mikófalva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1838,Mikóháza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1839,Mikosszéplak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1840,Mikronézia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1841,Milejszeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1842,Milota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1843,Mindszent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1844,Mindszentgodisa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1845,Mindszentkálla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1846,Misefa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1847,Miske,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1848,Miskolc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1849,Miszla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1850,Mocsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1851,Mőcsény,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1852,Mogyoród,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1853,Mogyorósbánya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1854,Mogyoróska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1855,Moha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1856,Mohács,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1857,Mohora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1858,Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1859,Molnári,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1860,Molnaszecsőd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1861,Molvány,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1862,Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1863,Monaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1864,Mongólia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1865,Monok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1866,Monor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1867,Mónosbél,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1868,Monostorapáti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869,Monostorpályi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870,Monoszló,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1871,Montenegró,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1872,Monyoród,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1873,Mór,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1874,Mórágy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1875,Mórahalom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1876,Móricgát,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1877,Mórichida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1878,Mosdós,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1879,Mosonmagyaróvár,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1880,Mosonszentmiklós,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1881,Mosonszolnok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1882,Mozambik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1883,Mozsgó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1884,Mucsfa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1885,Mucsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1886,Múcsony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1887,Muhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1888,Murakeresztúr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1889,Murarátka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1890,Muraszemenye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1891,Murga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1892,Murony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1893,Nábrád,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1894,Nadap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1895,Nádasd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1896,Nádasdladány,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1897,Nádudvar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1898,Nágocs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1899,Nagyacsád,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900,Nagyalásony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901,Nagyar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1902,Nagyatád,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1903,Nagybajcs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1904,Nagybajom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1905,Nagybakónak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906,Nagybaracska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1907,Nagybárkány,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1908,Nagyberény,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1909,Nagyberki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1910,Nagybörzsöny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911,Nagybudmér,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1912,Nagycenk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913,Nagycsány,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
